id,target
250,1
251,0
252,0
253,1
254,1
255,0
256,0
257,0
258,1
259,1
260,0
261,1
262,1
263,1
264,1
265,1
266,1
267,0
268,0
269,0
270,1
271,0
272,0
273,0
274,0
275,1
276,1
277,1
278,1
279,0
280,0
281,0
282,1
283,0
284,1
285,0
286,0
287,0
288,1
289,1
290,0
291,0
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,0
305,0
306,1
307,1
308,1
309,1
310,1
311,0
312,1
313,1
314,0
315,1
316,1
317,1
318,1
319,1
320,0
321,0
322,1
323,0
324,1
325,1
326,1
327,0
328,0
329,1
330,1
331,0
332,1
333,1
334,1
335,0
336,1
337,1
338,1
339,0
340,1
341,0
342,0
343,1
344,1
345,0
346,0
347,1
348,1
349,1
350,1
351,0
352,1
353,0
354,1
355,1
356,1
357,1
358,0
359,1
360,1
361,0
362,0
363,1
364,0
365,0
366,0
367,1
368,1
369,1
370,1
371,0
372,0
373,1
374,1
375,1
376,0
377,0
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,0
389,0
390,1
391,0
392,1
393,1
394,0
395,1
396,0
397,1
398,1
399,1
400,1
401,0
402,1
403,1
404,0
405,0
406,0
407,0
408,1
409,1
410,1
411,1
412,0
413,0
414,0
415,0
416,0
417,1
418,0
419,1
420,0
421,1
422,1
423,1
424,0
425,1
426,0
427,1
428,1
429,1
430,0
431,0
432,1
433,1
434,1
435,0
436,0
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,0
448,0
449,1
450,0
451,1
452,1
453,0
454,1
455,1
456,0
457,1
458,0
459,1
460,1
461,0
462,1
463,0
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,0
472,0
473,0
474,1
475,1
476,1
477,1
478,1
479,1
480,0
481,0
482,1
483,0
484,1
485,1
486,0
487,1
488,1
489,1
490,1
491,0
492,1
493,1
494,1
495,1
496,1
497,0
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,0
508,1
509,1
510,1
511,0
512,1
513,0
514,1
515,1
516,1
517,0
518,1
519,1
520,0
521,1
522,1
523,1
524,1
525,1
526,0
527,1
528,1
529,1
530,1
531,1
532,1
533,0
534,1
535,1
536,1
537,0
538,0
539,1
540,1
541,1
542,1
543,0
544,1
545,1
546,0
547,1
548,1
549,0
550,1
551,1
552,1
553,1
554,0
555,0
556,1
557,1
558,0
559,0
560,0
561,0
562,1
563,1
564,0
565,0
566,0
567,1
568,1
569,0
570,1
571,1
572,1
573,0
574,1
575,0
576,0
577,0
578,1
579,1
580,1
581,1
582,1
583,0
584,1
585,0
586,0
587,1
588,0
589,0
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,0
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,0
613,0
614,0
615,0
616,1
617,0
618,1
619,1
620,1
621,0
622,1
623,1
624,0
625,1
626,1
627,1
628,1
629,1
630,0
631,1
632,1
633,0
634,1
635,1
636,1
637,1
638,0
639,0
640,1
641,1
642,1
643,0
644,0
645,1
646,0
647,1
648,0
649,0
650,0
651,1
652,0
653,1
654,1
655,1
656,1
657,1
658,1
659,0
660,1
661,1
662,1
663,0
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,0
675,0
676,0
677,1
678,1
679,1
680,0
681,0
682,1
683,0
684,1
685,1
686,1
687,0
688,1
689,0
690,1
691,0
692,1
693,1
694,0
695,1
696,0
697,1
698,0
699,0
700,1
701,1
702,0
703,1
704,1
705,1
706,0
707,0
708,0
709,1
710,1
711,1
712,0
713,1
714,1
715,0
716,0
717,1
718,1
719,0
720,1
721,1
722,1
723,1
724,1
725,1
726,0
727,1
728,1
729,1
730,0
731,1
732,0
733,1
734,0
735,1
736,1
737,1
738,0
739,1
740,1
741,1
742,1
743,1
744,0
745,0
746,1
747,1
748,0
749,1
750,0
751,0
752,1
753,1
754,0
755,1
756,1
757,1
758,0
759,1
760,0
761,0
762,1
763,1
764,0
765,1
766,0
767,1
768,1
769,0
770,0
771,0
772,0
773,0
774,0
775,1
776,0
777,1
778,0
779,1
780,1
781,0
782,1
783,1
784,0
785,0
786,0
787,0
788,1
789,0
790,0
791,1
792,0
793,1
794,1
795,1
796,1
797,0
798,0
799,1
800,0
801,1
802,1
803,1
804,1
805,0
806,0
807,1
808,0
809,1
810,1
811,0
812,1
813,0
814,1
815,0
816,1
817,0
818,1
819,0
820,1
821,0
822,1
823,1
824,0
825,1
826,1
827,1
828,1
829,1
830,1
831,0
832,1
833,0
834,0
835,1
836,1
837,1
838,0
839,0
840,1
841,1
842,0
843,1
844,0
845,1
846,1
847,0
848,1
849,1
850,1
851,0
852,1
853,0
854,0
855,0
856,1
857,0
858,1
859,1
860,1
861,1
862,0
863,1
864,1
865,0
866,1
867,0
868,1
869,0
870,0
871,1
872,0
873,0
874,1
875,1
876,1
877,0
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,0
886,0
887,0
888,1
889,0
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,0
898,1
899,1
900,0
901,1
902,1
903,0
904,0
905,0
906,0
907,1
908,1
909,0
910,0
911,1
912,0
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,0
925,0
926,1
927,1
928,1
929,1
930,1
931,0
932,1
933,1
934,0
935,0
936,0
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,0
945,0
946,1
947,1
948,0
949,1
950,1
951,0
952,1
953,0
954,1
955,1
956,1
957,0
958,1
959,1
960,1
961,1
962,0
963,0
964,0
965,1
966,1
967,0
968,1
969,0
970,1
971,0
972,1
973,0
974,1
975,0
976,1
977,1
978,0
979,0
980,1
981,0
982,1
983,1
984,0
985,0
986,1
987,0
988,1
989,1
990,0
991,1
992,1
993,0
994,1
995,1
996,0
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,0
1009,1
1010,1
1011,1
1012,0
1013,1
1014,0
1015,1
1016,0
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,1
1029,1
1030,0
1031,0
1032,0
1033,0
1034,1
1035,0
1036,0
1037,1
1038,1
1039,1
1040,1
1041,1
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,1
1053,1
1054,1
1055,1
1056,0
1057,0
1058,1
1059,0
1060,0
1061,1
1062,0
1063,0
1064,1
1065,0
1066,1
1067,0
1068,1
1069,1
1070,1
1071,0
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1081,1
1082,1
1083,1
1084,0
1085,1
1086,1
1087,1
1088,0
1089,0
1090,0
1091,0
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,0
1099,0
1100,0
1101,0
1102,1
1103,1
1104,0
1105,1
1106,0
1107,1
1108,1
1109,0
1110,1
1111,0
1112,1
1113,1
1114,1
1115,1
1116,1
1117,0
1118,1
1119,0
1120,1
1121,0
1122,0
1123,1
1124,0
1125,1
1126,1
1127,0
1128,0
1129,1
1130,0
1131,0
1132,0
1133,1
1134,1
1135,1
1136,1
1137,1
1138,0
1139,1
1140,1
1141,0
1142,0
1143,1
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,0
1156,0
1157,1
1158,1
1159,1
1160,1
1161,0
1162,1
1163,1
1164,0
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,1
1172,1
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,1
1180,1
1181,1
1182,1
1183,1
1184,0
1185,1
1186,0
1187,1
1188,1
1189,1
1190,1
1191,1
1192,0
1193,1
1194,1
1195,0
1196,1
1197,0
1198,1
1199,1
1200,1
1201,1
1202,1
1203,0
1204,1
1205,1
1206,1
1207,0
1208,0
1209,0
1210,1
1211,1
1212,1
1213,0
1214,0
1215,0
1216,1
1217,1
1218,1
1219,0
1220,1
1221,0
1222,1
1223,1
1224,1
1225,0
1226,1
1227,0
1228,1
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,0
1236,0
1237,1
1238,1
1239,0
1240,1
1241,0
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,0
1249,0
1250,1
1251,1
1252,0
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,0
1262,1
1263,0
1264,1
1265,0
1266,1
1267,0
1268,1
1269,0
1270,1
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,1
1285,0
1286,1
1287,0
1288,1
1289,0
1290,0
1291,1
1292,0
1293,0
1294,1
1295,1
1296,0
1297,1
1298,1
1299,1
1300,0
1301,1
1302,0
1303,1
1304,1
1305,1
1306,1
1307,1
1308,0
1309,1
1310,0
1311,0
1312,1
1313,1
1314,1
1315,0
1316,0
1317,1
1318,0
1319,0
1320,1
1321,1
1322,1
1323,0
1324,0
1325,0
1326,1
1327,1
1328,0
1329,1
1330,1
1331,1
1332,1
1333,1
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,0
1341,1
1342,0
1343,1
1344,0
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,0
1355,0
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,0
1363,1
1364,0
1365,1
1366,0
1367,0
1368,1
1369,1
1370,1
1371,1
1372,0
1373,1
1374,1
1375,1
1376,0
1377,0
1378,1
1379,0
1380,0
1381,1
1382,1
1383,1
1384,0
1385,0
1386,0
1387,0
1388,1
1389,1
1390,1
1391,0
1392,1
1393,1
1394,1
1395,1
1396,1
1397,0
1398,1
1399,1
1400,0
1401,0
1402,1
1403,1
1404,0
1405,1
1406,0
1407,1
1408,1
1409,1
1410,1
1411,1
1412,0
1413,1
1414,0
1415,0
1416,0
1417,1
1418,1
1419,1
1420,1
1421,1
1422,0
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,0
1430,1
1431,1
1432,0
1433,0
1434,1
1435,1
1436,1
1437,1
1438,0
1439,1
1440,1
1441,1
1442,1
1443,0
1444,1
1445,1
1446,1
1447,1
1448,1
1449,0
1450,1
1451,1
1452,0
1453,1
1454,1
1455,0
1456,0
1457,0
1458,1
1459,0
1460,1
1461,1
1462,0
1463,1
1464,0
1465,0
1466,1
1467,1
1468,1
1469,1
1470,0
1471,0
1472,0
1473,1
1474,1
1475,1
1476,1
1477,1
1478,0
1479,0
1480,1
1481,0
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,0
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,0
1499,0
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,1
1512,0
1513,0
1514,1
1515,1
1516,1
1517,1
1518,0
1519,1
1520,0
1521,1
1522,1
1523,1
1524,0
1525,1
1526,1
1527,0
1528,1
1529,1
1530,0
1531,1
1532,0
1533,1
1534,0
1535,1
1536,1
1537,1
1538,1
1539,0
1540,1
1541,0
1542,0
1543,1
1544,0
1545,1
1546,1
1547,1
1548,1
1549,1
1550,0
1551,0
1552,0
1553,1
1554,1
1555,0
1556,1
1557,1
1558,1
1559,0
1560,1
1561,1
1562,1
1563,1
1564,1
1565,0
1566,0
1567,1
1568,1
1569,1
1570,1
1571,1
1572,1
1573,1
1574,0
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,0
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,0
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,0
1608,1
1609,1
1610,1
1611,1
1612,0
1613,1
1614,0
1615,1
1616,0
1617,0
1618,1
1619,1
1620,1
1621,1
1622,0
1623,1
1624,1
1625,0
1626,0
1627,1
1628,1
1629,1
1630,0
1631,1
1632,1
1633,0
1634,1
1635,1
1636,0
1637,1
1638,1
1639,1
1640,0
1641,1
1642,1
1643,1
1644,0
1645,1
1646,1
1647,1
1648,0
1649,1
1650,1
1651,1
1652,0
1653,1
1654,1
1655,0
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,0
1663,0
1664,0
1665,1
1666,0
1667,0
1668,0
1669,1
1670,1
1671,0
1672,1
1673,1
1674,0
1675,0
1676,1
1677,1
1678,0
1679,1
1680,1
1681,0
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,1
1689,1
1690,1
1691,1
1692,0
1693,1
1694,1
1695,0
1696,1
1697,1
1698,1
1699,0
1700,1
1701,1
1702,1
1703,0
1704,1
1705,1
1706,0
1707,0
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0
1714,0
1715,1
1716,1
1717,0
1718,0
1719,1
1720,1
1721,1
1722,0
1723,0
1724,0
1725,0
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,0
1733,1
1734,1
1735,0
1736,0
1737,0
1738,0
1739,1
1740,0
1741,1
1742,1
1743,0
1744,0
1745,0
1746,1
1747,1
1748,0
1749,0
1750,1
1751,0
1752,1
1753,1
1754,0
1755,1
1756,0
1757,1
1758,0
1759,1
1760,1
1761,1
1762,0
1763,0
1764,1
1765,0
1766,0
1767,1
1768,1
1769,1
1770,1
1771,0
1772,1
1773,1
1774,0
1775,0
1776,1
1777,1
1778,0
1779,0
1780,1
1781,0
1782,0
1783,1
1784,1
1785,1
1786,0
1787,0
1788,1
1789,0
1790,1
1791,1
1792,1
1793,1
1794,0
1795,0
1796,0
1797,1
1798,1
1799,1
1800,0
1801,0
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,0
1811,0
1812,1
1813,1
1814,0
1815,1
1816,1
1817,0
1818,1
1819,1
1820,1
1821,1
1822,0
1823,1
1824,1
1825,1
1826,1
1827,1
1828,0
1829,1
1830,1
1831,0
1832,0
1833,0
1834,0
1835,1
1836,1
1837,0
1838,1
1839,0
1840,1
1841,1
1842,0
1843,1
1844,1
1845,1
1846,1
1847,1
1848,0
1849,1
1850,1
1851,1
1852,0
1853,0
1854,1
1855,0
1856,1
1857,1
1858,1
1859,1
1860,1
1861,0
1862,1
1863,1
1864,1
1865,0
1866,1
1867,1
1868,0
1869,0
1870,1
1871,0
1872,1
1873,1
1874,1
1875,1
1876,0
1877,0
1878,1
1879,1
1880,0
1881,1
1882,0
1883,1
1884,1
1885,1
1886,1
1887,0
1888,0
1889,0
1890,1
1891,1
1892,0
1893,0
1894,0
1895,1
1896,1
1897,0
1898,0
1899,1
1900,0
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,1
1912,1
1913,1
1914,0
1915,0
1916,0
1917,1
1918,0
1919,1
1920,0
1921,1
1922,0
1923,1
1924,1
1925,1
1926,1
1927,0
1928,1
1929,1
1930,0
1931,1
1932,1
1933,1
1934,1
1935,1
1936,0
1937,0
1938,1
1939,1
